product_id,price,sales_quantity,inventory,date
PRD90878,386549.52,38,318,2024-04-08 03:00:00
PRD72610,115090.7,66,782,2024-04-16 09:00:00
PRD80742,205417.74,42,126,2024-09-04 06:00:00
PRD25850,327362.22,60,924,2024-10-15 02:00:00
PRD59091,150190.99,62,508,2024-08-05 04:00:00
PRD54802,72937.09,61,374,2024-02-26 20:00:00
PRD31697,22382.75,61,181,2024-08-29 00:00:00
PRD12366,223756.96,50,434,2024-09-28 07:00:00
PRD22814,12549.6,67,356,2024-02-18 03:00:00
PRD99631,71108.15,65,674,2024-06-09 17:00:00
PRD21421,238084.97,55,668,2024-10-19 13:00:00
PRD28525,104395.75,63,680,2024-07-30 12:00:00
PRD95917,166115.59,67,921,2024-03-03 02:00:00
PRD68183,515838.23,34,494,2024-09-26 07:00:00
PRD59103,88992.77,52,95,2024-04-14 03:00:00
PRD66515,70722.15,65,439,2024-08-17 05:00:00
PRD55932,57141.86,65,645,2024-09-26 20:00:00
PRD75406,229464.38,44,304,2024-07-02 00:00:00
PRD33307,384034.25,35,202,2024-09-20 17:00:00
PRD51900,460435.31,48,970,2024-01-21 14:00:00
PRD17341,367937.4,46,763,2024-06-27 00:00:00
PRD78804,188767.47,71,944,2024-02-07 11:00:00
PRD45065,530298.1,36,659,2024-06-09 04:00:00
PRD32166,350126.91,34,224,2024-08-05 15:00:00
PRD17234,424910.42,27,48,2024-07-04 18:00:00
PRD54197,378575.24,23,10,2024-08-22 15:00:00
PRD66695,364615.05,53,978,2024-07-26 18:00:00
PRD76241,551074.0,39,759,2024-04-25 01:00:00
PRD34901,140986.52,44,156,2024-02-24 02:00:00
PRD56635,293455.2,34,145,2024-04-29 10:00:00
PRD45422,336010.66,36,335,2024-04-21 07:00:00
PRD62588,513477.2,36,811,2024-08-09 10:00:00
PRD64210,55605.71,74,780,2024-03-14 23:00:00
PRD79847,35127.77,61,346,2024-01-30 17:00:00
PRD89466,49874.87,68,466,2024-06-10 12:00:00
PRD34466,448730.69,39,726,2024-05-09 07:00:00
PRD56359,439551.48,38,670,2024-08-30 08:00:00
PRD33180,494226.89,23,175,2024-10-15 08:00:00
PRD84023,358309.78,36,249,2024-07-03 11:00:00
PRD86369,143361.88,57,480,2024-02-04 03:00:00
PRD37601,143213.2,71,783,2024-09-11 03:00:00
PRD45622,5613.75,79,733,2024-07-03 19:00:00
PRD89642,217143.96,49,225,2024-08-03 06:00:00
PRD13169,63305.6,69,734,2024-02-25 06:00:00
PRD69303,87242.8,54,138,2024-07-06 17:00:00
PRD73322,249442.42,37,168,2024-05-09 13:00:00
PRD23892,277033.81,59,794,2024-03-25 08:00:00
PRD15226,8227.83,77,785,2024-07-24 22:00:00
PRD99914,267911.26,46,261,2024-06-27 20:00:00
PRD43874,108755.79,59,459,2024-05-30 07:00:00
PRD97083,131309.67,65,592,2024-09-24 13:00:00
PRD66432,92779.11,49,124,2024-08-07 19:00:00
PRD58890,123516.09,66,570,2024-02-28 22:00:00
PRD99065,234055.78,41,246,2024-03-05 13:00:00
PRD34636,356358.32,37,259,2024-07-11 17:00:00
PRD20969,210219.46,57,583,2024-06-11 23:00:00
PRD34208,408085.6,35,426,2024-05-27 05:00:00
PRD43268,332841.4,59,995,2024-02-14 16:00:00
PRD84529,508693.26,30,551,2024-05-15 22:00:00
PRD91544,81540.34,63,419,2024-02-28 17:00:00
PRD71533,179835.88,48,343,2024-06-24 10:00:00
PRD49682,582808.55,22,267,2024-09-02 05:00:00
PRD90509,44881.45,55,72,2024-05-04 14:00:00
PRD21073,610981.1,8,52,2024-08-16 22:00:00
PRD74960,196167.23,56,533,2024-02-13 09:00:00
PRD70902,155959.59,58,438,2024-02-07 10:00:00
PRD12093,244946.33,60,890,2024-04-09 20:00:00
PRD15036,297701.38,41,221,2024-09-08 02:00:00
PRD61780,139921.75,49,203,2024-09-12 19:00:00
PRD42333,329871.3,41,360,2024-09-01 14:00:00
PRD55100,15355.02,58,208,2024-05-01 14:00:00
PRD59456,257192.42,61,769,2024-04-15 22:00:00
PRD77279,405143.57,35,412,2024-03-31 01:00:00
PRD13858,10344.5,58,150,2024-02-11 14:00:00
PRD98987,2442.95,71,484,2024-06-14 06:00:00
PRD50600,372267.64,32,323,2024-01-27 17:00:00
PRD49282,84801.62,72,794,2024-06-21 13:00:00
PRD73201,425646.74,30,168,2024-02-01 23:00:00
PRD37227,17209.79,62,382,2024-10-15 03:00:00
PRD41378,162418.8,61,756,2024-04-23 12:00:00
PRD96236,201203.8,55,667,2024-05-03 20:00:00
PRD25995,302511.94,41,302,2024-03-19 19:00:00
PRD37617,195751.09,39,124,2024-09-14 18:00:00
PRD27852,243167.69,45,161,2024-08-17 01:00:00
PRD72527,68845.19,69,702,2024-10-13 14:00:00
PRD29113,356622.31,37,222,2024-03-31 21:00:00
PRD42246,19163.87,57,141,2024-05-17 07:00:00
PRD63776,296590.66,40,392,2024-04-09 15:00:00
PRD75342,4870.95,83,991,2024-10-22 16:00:00
PRD59148,55053.99,75,792,2024-06-02 16:00:00
PRD80098,444702.26,39,517,2024-08-12 14:00:00
PRD88983,53431.03,82,976,2024-07-16 11:00:00
PRD27517,260240.76,50,551,2024-09-15 06:00:00
PRD41451,452389.75,28,354,2024-06-26 16:00:00
PRD40880,342909.83,50,838,2024-05-02 21:00:00
PRD19780,575637.04,10,26,2024-02-12 18:00:00
PRD45003,165972.13,56,334,2024-04-09 18:00:00
PRD83772,423956.66,39,547,2024-08-01 18:00:00
PRD55298,417051.22,34,357,2024-05-02 18:00:00
PRD72601,240601.24,47,394,2024-10-19 13:00:00
PRD43986,361259.07,37,384,2024-04-01 07:00:00
PRD72324,303661.63,42,342,2024-08-22 09:00:00
PRD43274,316659.58,35,261,2024-09-14 18:00:00
PRD54404,399428.56,30,167,2024-01-01 19:00:00
PRD20414,166318.17,43,96,2024-06-19 09:00:00
PRD79445,440247.75,47,754,2024-05-12 08:00:00
PRD35918,140651.34,49,94,2024-07-10 12:00:00
PRD33369,292244.36,47,439,2024-02-22 10:00:00
PRD68615,141817.2,52,141,2024-01-26 04:00:00
PRD60371,246541.6,38,108,2024-04-08 05:00:00
PRD51867,198479.56,58,655,2024-07-13 03:00:00
PRD79780,112440.14,44,56,2024-05-02 22:00:00
PRD25032,143661.14,66,678,2024-01-22 01:00:00
PRD69226,351588.24,47,507,2024-04-26 03:00:00
PRD56704,2488.51,59,261,2024-01-27 18:00:00
PRD71934,136926.82,74,971,2024-03-16 18:00:00
PRD22111,152085.63,43,89,2024-06-17 07:00:00
PRD10382,310115.33,50,675,2024-08-09 10:00:00
PRD63789,94443.29,70,703,2024-03-16 04:00:00
PRD40515,241189.75,56,728,2024-05-12 15:00:00
PRD23912,282269.7,36,221,2024-05-28 07:00:00
PRD64929,316656.17,35,186,2024-03-09 12:00:00
PRD61185,122740.73,63,504,2024-08-26 03:00:00
PRD92505,15787.72,67,407,2024-07-17 19:00:00
PRD26788,307833.53,32,1,2024-08-04 05:00:00
PRD10965,325468.17,33,227,2024-06-22 15:00:00
PRD37391,341757.07,54,933,2024-04-05 18:00:00
PRD40314,275030.96,52,650,2024-03-27 22:00:00
PRD38092,320314.27,54,780,2024-09-05 06:00:00
PRD85672,349728.16,36,181,2024-06-22 07:00:00
PRD82719,423940.85,53,961,2024-04-02 12:00:00
PRD68033,398921.66,23,119,2024-06-11 16:00:00
PRD40436,414026.02,45,857,2024-04-05 14:00:00
PRD91417,494293.12,26,258,2024-10-20 03:00:00
PRD52205,57249.39,78,897,2024-02-12 01:00:00
PRD87186,204975.94,66,893,2024-02-22 14:00:00
PRD19429,206906.28,43,272,2024-03-11 22:00:00
PRD88078,172317.81,58,670,2024-10-21 14:00:00
PRD89427,94928.95,68,697,2024-08-17 21:00:00
PRD87889,245039.7,35,30,2024-10-16 15:00:00
PRD50419,277638.87,39,288,2024-04-12 16:00:00
PRD25206,58425.16,61,220,2024-08-25 08:00:00
PRD61654,305465.4,39,355,2024-07-28 15:00:00
PRD75133,315585.95,31,173,2024-09-23 01:00:00
PRD39603,2526.66,66,405,2024-09-12 09:00:00
PRD56087,13577.11,78,762,2024-02-07 10:00:00
PRD77252,443679.02,35,411,2024-10-05 04:00:00
PRD61573,588719.95,38,929,2024-09-15 12:00:00
PRD53586,83128.63,66,475,2024-01-22 05:00:00
PRD88397,266595.63,63,822,2024-05-08 04:00:00
PRD91479,380042.94,50,688,2024-04-20 10:00:00
PRD86971,15094.74,69,658,2024-07-03 05:00:00
PRD59214,194042.19,48,166,2024-03-21 22:00:00
PRD57464,519558.19,40,904,2024-08-02 03:00:00
PRD77451,292883.87,40,178,2024-01-04 20:00:00
PRD13629,585282.03,13,12,2024-06-16 14:00:00
PRD95995,23926.21,68,490,2024-06-08 02:00:00
PRD80279,143944.85,43,133,2024-08-19 06:00:00
PRD29143,551810.36,39,945,2024-04-28 18:00:00
PRD15483,397736.34,29,159,2024-08-21 13:00:00
PRD88095,285374.34,50,476,2024-10-11 08:00:00
PRD83637,132991.85,58,456,2024-05-05 11:00:00
PRD89212,255789.07,49,408,2024-09-28 08:00:00
PRD12972,148375.8,57,452,2024-04-23 10:00:00
PRD51229,466548.07,32,563,2024-09-01 08:00:00
PRD29054,47586.73,57,135,2024-04-01 11:00:00
PRD73568,392265.94,35,419,2024-04-16 03:00:00
PRD78257,179691.61,48,350,2024-03-31 19:00:00
PRD70283,226142.01,45,155,2024-03-23 15:00:00
PRD48994,356794.58,51,684,2024-04-10 19:00:00
PRD41691,325911.66,40,353,2024-05-18 23:00:00
PRD96284,214374.16,47,357,2024-04-19 03:00:00
PRD83869,227250.05,50,296,2024-02-26 08:00:00
PRD33831,395197.6,33,243,2024-04-17 21:00:00
PRD35656,15098.64,85,917,2024-05-04 11:00:00
PRD68173,424564.36,43,713,2024-09-15 11:00:00
PRD45502,389855.65,49,720,2024-02-09 01:00:00
PRD59601,212058.05,62,651,2024-07-24 12:00:00
PRD57259,185912.89,52,520,2024-09-08 16:00:00
PRD47496,428126.8,45,906,2024-08-12 09:00:00
PRD67058,362688.64,33,89,2024-01-30 14:00:00
PRD75523,408123.38,42,578,2024-09-03 14:00:00
PRD14695,582315.4,16,210,2024-07-29 11:00:00
PRD95512,266757.25,45,355,2024-02-15 01:00:00
PRD59100,193683.99,47,381,2024-07-11 12:00:00
PRD63628,129480.16,63,647,2024-03-10 05:00:00
PRD53918,294838.8,34,91,2024-03-05 18:00:00
PRD79674,24401.38,53,12,2024-04-06 19:00:00
PRD27664,108716.44,45,80,2024-01-10 05:00:00
PRD37229,137775.92,64,727,2024-07-16 00:00:00
PRD36877,493443.69,23,89,2024-09-04 03:00:00
PRD10635,166101.29,66,878,2024-08-08 20:00:00
PRD68531,245732.37,36,36,2024-08-20 20:00:00
PRD95316,186247.51,49,225,2024-02-26 13:00:00
PRD20515,255705.18,58,809,2024-01-23 12:00:00
PRD74218,437386.12,42,588,2024-07-01 16:00:00
PRD91699,348579.75,54,804,2024-02-25 20:00:00
PRD89267,482638.84,32,403,2024-05-11 10:00:00
PRD82482,448339.66,33,511,2024-08-31 03:00:00
PRD45274,254481.91,41,67,2024-02-15 11:00:00
PRD16385,547614.38,27,586,2024-04-23 02:00:00
PRD97243,384584.29,54,856,2024-10-26 12:00:00
PRD11182,54215.73,54,164,2024-07-09 10:00:00
PRD18051,1544.29,73,723,2024-09-25 09:00:00
PRD77033,112655.9,73,775,2024-04-19 19:00:00
PRD33763,264711.36,36,10,2024-01-01 18:00:00
PRD62926,342042.53,35,190,2024-10-26 18:00:00
PRD47441,265723.36,50,406,2024-07-26 02:00:00
PRD52141,272961.15,66,1000,2024-09-03 14:00:00
PRD98808,245419.06,45,435,2024-06-24 10:00:00
PRD62550,580370.36,27,547,2024-06-26 17:00:00
PRD88546,318635.28,43,576,2024-10-20 03:00:00
PRD30044,145528.17,57,407,2024-04-18 08:00:00
PRD36114,154949.99,54,236,2024-04-12 14:00:00
PRD62877,83240.88,65,690,2024-08-23 14:00:00
PRD19602,247346.19,56,589,2024-02-19 00:00:00
PRD18763,52722.47,74,731,2024-05-29 00:00:00
PRD22311,303276.22,49,599,2024-03-20 16:00:00
PRD27448,358085.94,30,20,2024-09-20 21:00:00
PRD26635,559626.18,27,625,2024-01-21 02:00:00
PRD11859,224937.04,46,362,2024-06-16 19:00:00
PRD59826,346675.96,26,9,2024-07-10 00:00:00
PRD94440,191465.35,53,552,2024-03-22 10:00:00
PRD79256,123176.2,69,764,2024-03-30 12:00:00
PRD78241,464190.13,33,569,2024-10-20 16:00:00
PRD54971,221061.19,57,627,2024-08-19 22:00:00
PRD20671,119558.06,65,788,2024-06-13 00:00:00
PRD86808,281697.15,50,486,2024-07-06 17:00:00
PRD45685,275994.55,38,62,2024-09-21 10:00:00
PRD62768,71871.08,66,688,2024-05-10 19:00:00
PRD86922,393695.93,27,184,2024-04-29 11:00:00
PRD88301,348339.71,55,961,2024-10-02 12:00:00
PRD73609,155269.03,43,83,2024-09-05 03:00:00
PRD61356,152987.07,72,934,2024-04-08 14:00:00
PRD95660,115900.79,61,497,2024-08-12 03:00:00
PRD86086,328838.2,37,183,2024-07-05 01:00:00
PRD29279,270117.28,53,526,2024-03-02 16:00:00
PRD36434,9723.0,65,274,2024-04-13 20:00:00
PRD44152,382941.81,36,347,2024-06-18 17:00:00
PRD20824,380341.25,29,95,2024-10-12 07:00:00
PRD35144,322656.84,35,110,2024-09-03 02:00:00
PRD73514,424107.25,25,134,2024-07-08 02:00:00
PRD82000,312727.83,55,966,2024-08-27 13:00:00
PRD67254,586155.98,16,309,2024-05-15 01:00:00
PRD30343,57840.74,82,998,2024-01-06 14:00:00
PRD62966,193319.42,63,763,2024-07-09 13:00:00
PRD46890,164413.09,67,840,2024-09-10 20:00:00
PRD12655,101374.74,75,892,2024-02-17 07:00:00
PRD27683,303254.04,59,877,2024-02-07 17:00:00
PRD80251,118302.5,57,516,2024-02-26 15:00:00
PRD56684,126165.18,52,339,2024-05-25 17:00:00
PRD98225,524317.98,14,129,2024-03-09 22:00:00
PRD71802,381949.28,36,256,2024-05-27 13:00:00
PRD52971,11215.52,76,661,2024-06-30 17:00:00
PRD61210,108234.0,66,550,2024-10-25 05:00:00
PRD14438,52352.13,75,906,2024-09-14 01:00:00
PRD17934,378514.32,40,571,2024-07-01 03:00:00
PRD57919,319439.85,44,320,2024-01-06 05:00:00
PRD10229,312097.58,37,120,2024-03-31 20:00:00
PRD92487,46360.34,65,460,2024-09-10 02:00:00
PRD82966,234974.09,61,703,2024-01-01 08:00:00
PRD16026,45642.77,52,82,2024-09-07 05:00:00
PRD56230,76760.72,48,91,2024-06-12 12:00:00
PRD21856,232987.06,38,19,2024-02-07 22:00:00
PRD21758,386173.01,35,322,2024-09-28 23:00:00
PRD65364,254597.83,48,514,2024-05-02 22:00:00
PRD18268,215624.77,65,883,2024-09-23 06:00:00
PRD19254,386585.43,51,807,2024-07-25 20:00:00
PRD72113,199551.43,50,503,2024-03-23 01:00:00
PRD52680,460452.65,37,672,2024-09-23 02:00:00
PRD48352,291219.37,38,147,2024-01-03 01:00:00
PRD82269,192192.28,68,881,2024-08-23 20:00:00
PRD40511,482121.48,43,989,2024-04-28 13:00:00
PRD90118,56386.68,51,45,2024-03-12 07:00:00
PRD98777,140584.83,68,865,2024-07-01 10:00:00
PRD11922,146975.48,51,200,2024-10-20 16:00:00
PRD41936,85436.36,70,674,2024-03-09 21:00:00
PRD98220,369500.02,32,84,2024-05-03 14:00:00
PRD84913,345413.49,48,642,2024-05-12 20:00:00
PRD55172,126728.21,63,550,2024-05-27 21:00:00
PRD56163,307486.11,44,292,2024-01-24 21:00:00
PRD89493,265147.9,51,593,2024-04-26 21:00:00
PRD91188,319409.99,45,435,2024-03-05 18:00:00
PRD86295,250354.69,60,962,2024-02-21 09:00:00
PRD82774,27023.82,77,883,2024-05-09 18:00:00
PRD84955,440637.81,31,256,2024-02-22 01:00:00
PRD35515,207564.78,52,487,2024-10-16 23:00:00
PRD34315,216781.62,51,305,2024-09-20 11:00:00
PRD75751,450170.74,35,542,2024-02-09 23:00:00
PRD63944,48536.71,65,389,2024-01-05 05:00:00
PRD16211,107069.12,68,850,2024-07-26 22:00:00
PRD33267,238965.74,58,627,2024-04-28 05:00:00
PRD81451,384388.12,33,216,2024-02-28 21:00:00
PRD66839,58955.53,66,602,2024-10-10 04:00:00
PRD16160,200800.69,70,968,2024-01-05 07:00:00
PRD49351,497124.87,49,943,2024-07-04 11:00:00
PRD54307,89681.93,56,165,2024-02-25 15:00:00
PRD66747,338209.09,48,759,2024-06-27 12:00:00
PRD38211,77112.6,69,706,2024-01-25 14:00:00
PRD10329,304106.91,61,901,2024-09-22 19:00:00
PRD83097,254262.67,44,258,2024-04-08 00:00:00
PRD36647,166417.74,58,670,2024-07-21 18:00:00
PRD85420,451162.99,33,541,2024-05-28 22:00:00
PRD52755,312475.74,29,63,2024-01-30 12:00:00
PRD67943,582367.07,18,183,2024-01-24 03:00:00
PRD60148,69903.08,62,530,2024-09-01 12:00:00
PRD20507,48767.01,62,234,2024-04-04 13:00:00
PRD29939,200895.42,68,865,2024-08-16 09:00:00
PRD73825,399026.49,25,180,2024-10-09 00:00:00
PRD16638,111216.13,63,594,2024-01-15 08:00:00
PRD70704,346880.81,40,281,2024-05-15 04:00:00
PRD39268,528001.54,23,331,2024-07-11 09:00:00
PRD47275,400420.14,31,151,2024-07-01 00:00:00
PRD64560,334021.33,43,577,2024-07-21 16:00:00
PRD73387,188207.53,61,744,2024-05-28 15:00:00
PRD10006,45485.31,77,941,2024-05-06 23:00:00
PRD39590,423156.43,43,567,2024-07-20 15:00:00
PRD90340,217933.91,59,669,2024-08-04 22:00:00
PRD69992,252135.57,39,74,2024-06-15 10:00:00
PRD55086,176704.77,50,404,2024-06-04 08:00:00
PRD25886,393009.56,37,399,2024-02-21 13:00:00
PRD54484,160987.21,58,487,2024-01-19 01:00:00
PRD56396,19205.44,78,747,2024-03-16 18:00:00
PRD22110,41325.91,67,452,2024-08-02 11:00:00
PRD85648,224821.56,49,351,2024-07-01 13:00:00
PRD77239,329845.93,48,556,2024-01-22 17:00:00
PRD32350,24453.8,57,131,2024-03-01 01:00:00
PRD91152,315185.81,49,549,2024-09-12 01:00:00
PRD15353,330665.04,39,263,2024-08-13 06:00:00
PRD64023,344383.03,32,113,2024-08-27 20:00:00
PRD45719,295776.26,41,274,2024-02-14 07:00:00
PRD76815,555171.99,33,698,2024-05-16 05:00:00
PRD14902,44862.96,57,238,2024-09-01 00:00:00
PRD73047,301310.25,38,239,2024-01-14 07:00:00
PRD47552,320485.97,52,850,2024-01-23 23:00:00
PRD72762,315362.35,37,330,2024-06-12 01:00:00
PRD65752,191712.84,66,943,2024-06-30 14:00:00
PRD95544,407057.9,40,528,2024-03-14 12:00:00
PRD20598,344989.79,45,656,2024-01-01 22:00:00
PRD61516,487124.52,46,857,2024-03-24 22:00:00
PRD10959,112663.14,62,594,2024-04-10 00:00:00
PRD13459,33028.54,59,250,2024-09-13 03:00:00
PRD58812,427612.31,40,735,2024-01-21 11:00:00
PRD56442,271799.27,44,209,2024-07-09 13:00:00
PRD80074,234922.3,42,287,2024-07-06 03:00:00
PRD35444,6234.76,67,334,2024-02-24 22:00:00
PRD19616,141070.01,65,713,2024-06-10 15:00:00
PRD24644,240066.88,56,773,2024-07-30 17:00:00
PRD21594,393428.41,48,925,2024-04-04 10:00:00
PRD41270,322357.83,56,892,2024-04-14 01:00:00
PRD90723,217248.63,54,578,2024-09-21 00:00:00
PRD82876,292874.12,57,724,2024-01-06 09:00:00
PRD41075,432947.64,25,123,2024-05-13 22:00:00
PRD88922,94781.71,72,846,2024-05-01 04:00:00
PRD51040,141156.66,51,226,2024-03-01 23:00:00
PRD98027,204104.07,67,892,2024-03-09 17:00:00
PRD89736,323680.0,55,946,2024-03-16 08:00:00
PRD61243,178313.55,68,870,2024-04-02 22:00:00
PRD65963,107722.92,72,945,2024-05-08 03:00:00
PRD26352,562043.05,42,994,2024-03-21 09:00:00
PRD78021,319143.36,29,13,2024-09-17 13:00:00
PRD17692,544305.3,37,838,2024-07-26 12:00:00
PRD12997,398059.92,54,1000,2024-02-14 08:00:00
PRD68688,230289.72,49,307,2024-09-12 00:00:00
PRD76575,65631.11,58,380,2024-07-06 07:00:00
PRD20030,29096.41,71,584,2024-01-07 02:00:00
PRD95079,130214.86,60,512,2024-10-12 11:00:00
PRD24825,373184.55,48,856,2024-10-25 10:00:00
PRD64578,429754.59,48,991,2024-07-20 21:00:00
PRD72296,310066.26,51,709,2024-08-22 20:00:00
PRD23446,19322.57,76,643,2024-04-21 00:00:00
PRD40326,280573.23,43,252,2024-03-09 09:00:00
PRD21744,365395.39,26,2,2024-03-25 06:00:00
PRD38034,232784.53,62,818,2024-07-16 11:00:00
PRD91248,301198.0,44,458,2024-03-07 17:00:00
PRD46252,434019.16,23,175,2024-03-10 07:00:00
PRD76636,302773.98,56,966,2024-08-02 18:00:00
PRD28520,6295.64,77,806,2024-02-16 08:00:00
PRD18451,297813.85,44,499,2024-06-26 23:00:00
PRD57080,246111.92,51,381,2024-09-29 18:00:00
PRD57973,145192.6,63,582,2024-05-17 15:00:00
PRD83765,39807.74,79,813,2024-09-25 13:00:00
PRD11609,130125.04,50,231,2024-04-11 08:00:00
PRD30708,378985.07,55,989,2024-10-03 04:00:00
PRD53399,164368.43,56,381,2024-06-15 23:00:00
PRD65209,246200.42,37,14,2024-05-15 22:00:00
PRD56316,440560.99,23,65,2024-08-20 21:00:00
PRD12470,261698.81,46,450,2024-07-18 13:00:00
PRD53941,1103.35,81,883,2024-03-16 16:00:00
PRD30783,311774.87,37,341,2024-07-07 19:00:00
PRD97734,570626.44,11,158,2024-03-29 19:00:00
PRD65791,128829.71,71,983,2024-05-23 03:00:00
PRD93645,287200.01,66,974,2024-05-04 19:00:00
PRD73603,578388.6,16,210,2024-05-21 15:00:00
PRD86115,431707.73,44,621,2024-08-10 00:00:00
PRD64818,504631.83,19,124,2024-07-22 00:00:00
PRD45172,308689.4,50,644,2024-02-27 19:00:00
PRD87119,283936.35,64,956,2024-04-08 08:00:00
PRD77387,192516.07,68,991,2024-09-01 17:00:00
PRD81824,5721.63,73,524,2024-01-30 07:00:00
PRD61613,429623.34,51,853,2024-06-25 15:00:00
PRD42916,130015.25,66,725,2024-04-02 07:00:00
PRD52329,139659.06,60,427,2024-02-26 21:00:00
PRD73680,350308.91,39,531,2024-02-21 04:00:00
PRD58798,371140.44,44,525,2024-03-04 00:00:00
PRD62943,37277.17,63,518,2024-06-11 04:00:00
PRD39947,214748.59,40,168,2024-02-18 02:00:00
PRD70832,214502.49,50,523,2024-04-06 16:00:00
PRD41273,13246.28,71,634,2024-07-27 01:00:00
PRD63209,525319.47,33,664,2024-09-15 09:00:00
PRD70215,374989.42,49,835,2024-04-16 18:00:00
PRD37995,373561.89,39,442,2024-01-24 15:00:00
PRD20962,476745.2,34,434,2024-10-07 15:00:00
PRD52188,415603.12,28,157,2024-03-08 02:00:00
PRD23135,182934.89,45,65,2024-03-11 12:00:00
PRD17988,202191.08,42,199,2024-03-13 14:00:00
PRD48912,113182.07,68,839,2024-01-10 23:00:00
PRD35360,337044.98,35,323,2024-08-02 13:00:00
PRD36907,163852.18,52,239,2024-08-29 01:00:00
PRD35313,416775.14,48,842,2024-05-04 10:00:00
PRD57916,22471.76,75,756,2024-03-15 19:00:00
PRD38291,323666.34,54,758,2024-03-02 22:00:00
PRD55398,402448.01,33,313,2024-09-14 11:00:00
PRD92259,30441.79,65,300,2024-04-23 17:00:00
PRD85088,437911.72,50,995,2024-07-26 16:00:00
PRD94258,463880.41,38,742,2024-08-14 18:00:00
PRD56067,8419.72,77,688,2024-04-04 09:00:00
PRD53786,308700.62,44,325,2024-04-20 19:00:00
PRD75267,14582.62,85,1000,2024-06-10 09:00:00
PRD20329,128768.64,76,951,2024-06-18 07:00:00
PRD97743,55850.05,69,616,2024-08-04 08:00:00
PRD24995,485708.27,20,64,2024-03-15 06:00:00
PRD67527,55396.57,56,143,2024-03-16 14:00:00
PRD76880,394795.23,44,628,2024-01-20 16:00:00
PRD70332,23017.39,76,720,2024-02-27 06:00:00
PRD86256,421163.74,25,247,2024-09-20 20:00:00
PRD45527,335413.32,59,921,2024-01-08 11:00:00
PRD51603,368657.18,54,938,2024-10-24 02:00:00
PRD18439,115624.18,62,481,2024-06-09 21:00:00
PRD90144,345669.1,39,387,2024-03-14 14:00:00
PRD35096,169119.72,47,170,2024-06-25 01:00:00
PRD61620,124782.15,53,216,2024-01-09 05:00:00
PRD54690,256935.9,57,738,2024-03-28 20:00:00
PRD16425,368830.45,55,995,2024-05-01 10:00:00
PRD71922,218287.25,51,338,2024-03-29 00:00:00
PRD72412,305040.55,49,625,2024-10-23 09:00:00
PRD29937,154943.74,54,525,2024-05-01 15:00:00
PRD98098,47046.55,76,749,2024-05-14 15:00:00
PRD22075,540376.55,13,109,2024-08-04 13:00:00
PRD15071,442686.43,21,145,2024-03-30 23:00:00
PRD47456,365652.73,26,32,2024-08-11 00:00:00
PRD47723,440541.17,36,522,2024-01-03 07:00:00
PRD12637,286096.85,56,889,2024-04-01 12:00:00
